0,1,2,3,4
4,1491414499447,-0.002130528911948204,0.001065264455974102,-0.001065264455974102
4,1491414499482,0.001065264455974102,0.0,-0.001065264455974102
4,1491414499536,0.001065264455974102,0.002130528911948204,-0.001065264455974102
4,1491414499569,0.001065264455974102,0.001065264455974102,0.0
4,1491414499603,0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414499656,-0.001065264455974102,-0.001065264455974102,0.0
4,1491414499684,-0.001065264455974102,0.0,-0.002130528911948204
4,1491414499724,-0.001065264455974102,0.001065264455974102,0.0
4,1491414499767,-0.001065264455974102,0.0,-0.002130528911948204
4,1491414499801,0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414499844,0.001065264455974102,0.001065264455974102,0.0
4,1491414499883,-0.001065264455974102,0.002130528911948204,-0.002130528911948204
4,1491414499923,-0.001065264455974102,0.0,0.0
4,1491414499964,-0.001065264455974102,0.002130528911948204,-0.002130528911948204
4,1491414500004,-0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414500043,-0.001065264455974102,0.001065264455974102,0.0
4,1491414500083,-0.001065264455974102,0.001065264455974102,0.0
4,1491414500123,-0.001065264455974102,0.0,0.0
4,1491414500164,-0.001065264455974102,0.002130528911948204,0.0
4,1491414500203,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500244,0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414500284,0.001065264455974102,0.0,-0.001065264455974102
4,1491414500324,0.001065264455974102,0.0,-0.002130528911948204
4,1491414500364,0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500405,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500446,-0.001065264455974102,0.001065264455974102,0.001065264455974102
4,1491414500482,-0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414500522,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500563,-0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414500603,-0.001065264455974102,0.001065264455974102,0.001065264455974102
4,1491414500644,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500681,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414500723,-0.001065264455974102,-0.001065264455974102,0.0
4,1491414500762,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500802,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414500844,-0.001065264455974102,0.0,-0.002130528911948204
4,1491414500883,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414500922,-0.001065264455974102,0.002130528911948204,0.0
4,1491414500963,-0.001065264455974102,0.0,-0.002130528911948204
4,1491414501004,-0.001065264455974102,0.0,0.0
4,1491414501044,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414501083,-0.001065264455974102,0.0,0.001065264455974102
4,1491414501124,-0.001065264455974102,0.002130528911948204,0.0
4,1491414501162,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414501204,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414501244,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414501282,0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414501322,-0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414501362,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414501402,-0.001065264455974102,0.0,0.0
4,1491414501444,-0.001065264455974102,0.0,0.001065264455974102
4,1491414501482,-0.003195793367922306,0.003195793367922306,-0.001065264455974102
4,1491414501522,-0.003195793367922306,0.003195793367922306,-0.001065264455974102
4,1491414501563,-0.003195793367922306,0.001065264455974102,0.0
4,1491414501602,0.001065264455974102,-0.001065264455974102,-0.001065264455974102
4,1491414501644,0.001065264455974102,-0.001065264455974102,-0.001065264455974102
4,1491414501682,0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414501723,-0.001065264455974102,0.003195793367922306,-0.003195793367922306
4,1491414501763,-0.001065264455974102,0.002130528911948204,-0.002130528911948204
4,1491414501802,-0.001065264455974102,0.001065264455974102,-0.002130528911948204
4,1491414501842,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414501882,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414501922,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414501963,-0.001065264455974102,-0.001065264455974102,0.0
4,1491414502002,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102
4,1491414502043,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414502083,-0.001065264455974102,0.0,-0.001065264455974102
4,1491414502122,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414502164,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414502203,-0.001065264455974102,0.001065264455974102,0.0
4,1491414502242,0.001065264455974102,0.0,-0.001065264455974102
4,1491414502283,0.001065264455974102,0.0,0.0
4,1491414502322,0.001065264455974102,0.001065264455974102,-0.001065264455974102
4,1491414502365,-0.001065264455974102,0.002130528911948204,-0.002130528911948204
4,1491414502407,-0.001065264455974102,0.001065264455974102,-0.001065264455974102
