0,1,2,3,4,,0,0,0,
1,1491414153987,-0.0010652645,0.0010652645,0,,0.04,0.0399786947,2.2906104774,
1,1491414154032,-0.0010652645,0.0031957934,-0.0021305289,,0.08,0.0399360841,2.2881690711,
1,1491414154082,-0.0010652645,0,0,,0.12,0.0398934736,2.2857276648,
1,1491414154115,-0.0010652645,0.0010652645,-0.0010652645,,0.16,0.039850863,2.2832862585,
1,1491414154149,0.0010652645,0,-0.0010652645,,0.2,0.039850863,2.2832862585,
1,1491414154199,0.0010652645,0.0010652645,-0.0010652645,,0.24,0.0398934736,2.2857276648,
1,1491414154233,0.0010652645,0,0,,0.28,0.0399360841,2.2881690711,
1,1491414154267,-0.0010652645,0.0021305289,-0.0021305289,,0.32,0.0399360841,2.2881690711,
1,1491414154307,-0.0010652645,0,0,,0.36,0.0398934736,2.2857276648,
1,1491414154346,-0.0010652645,0.0021305289,-0.0010652645,,0.4,0.039850863,2.2832862585,
1,1491414154386,-0.0010652645,0.0010652645,-0.0021305289,,0.44,0.0398082524,2.2808448522,
1,1491414154427,-0.0010652645,0.0010652645,-0.0010652645,,0.48,0.0397656418,2.2784034459,
1,1491414154466,-0.0010652645,0,-0.0010652645,,0.52,0.0397230312,2.2759620396,
1,1491414154506,0.0010652645,0,0.0010652645,,0.56,0.0397230312,2.2759620396,
1,1491414154547,0.0010652645,0.0010652645,-0.0010652645,,0.6,0.0397656418,2.2784034459,
1,1491414154587,0.0010652645,0.0010652645,-0.0010652645,,0.64,0.0398082524,2.2808448522,
1,1491414154626,0.0010652645,0,-0.0010652645,,0.68,0.039850863,2.2832862585,
1,1491414154666,0.0010652645,0.0010652645,-0.0010652645,,0.72,0.0398934736,2.2857276648,
1,1491414154706,0.0010652645,0.0010652645,0,,0.76,0.0399360841,2.2881690711,
1,1491414154747,0.0010652645,0.0021305289,0,,0.8,0.0399786947,2.2906104774,
1,1491414154786,0.0010652645,0,-0.0010652645,,0.84,0.0400213053,2.2930518837,
1,1491414154826,0.0010652645,0.0010652645,-0.0021305289,,0.88,0.0400639159,2.29549329,
1,1491414154867,0.0010652645,0,-0.0010652645,,0.92,0.0401065264,2.2979346963,
1,1491414154907,0.0010652645,0.0021305289,0,,0.96,0.040149137,2.3003761026,6.5166848158
1,1491414154948,0.0010652645,0.0031957934,-0.0010652645,,1,0.0401917476,2.3028175089,
1,1491414154986,0.0010652645,0,-0.0010652645,,1.04,0.0402343582,2.3052589151,
1,1491414155027,0.0010652645,0,-0.0010652645,,1.08,0.0402769688,2.3077003214,
1,1491414155067,0.0010652645,0.0021305289,0,,1.12,0.0403195793,2.3101417277,
1,1491414155107,0.0010652645,0.0010652645,0,,1.16,0.0403621899,2.312583134,
